商品名称,商品价格,评论总数,好评率,评论热词,商品id
京东超市雷神911Plus巨兽游戏笔记本电脑RTX3060光追独显 十代i5/i7 17.3英寸 144HZ i5-10500H/3060/16G/512G,8699.0,1000,0.97,"运行稳定,运行超快,运行快速,外型酷炫,功能强大,质量上乘,纯正艳丽,高端大气,手感一流,运行安静,柔软顺滑",10029829413241
【16G大内存+指纹解锁】高性能超轻薄本 15.6英寸全面屏笔记本电脑 手提便携学生办公海鲅游戏本 8G+128G固态（影音标配）,2439.0,200,0.99,"运行超快,十分大气,尺寸合适,时尚大气,十分流畅,轻便好用,散热超快,网速极佳",10028995366359
联想昭阳E41-55 14英寸新款速龙多核高性能超轻薄商务办公娱乐笔记本电脑 速龙G3050 8G 256G固态丨Vega显卡 精装升级 高清屏/自带网口/1年上门 碳纤维黑,3399.0,100,0.96,"反应灵敏,高端大气,轻薄精巧,时尚大气,运行超快",10028973504395
京东超市华硕a豆 adolbook13 13.3英寸高色域100%sRGB金属超轻薄笔记本电脑 潮夜绿 i5-1035G1 8G 512G固态 MX330,4289.0,1000,0.95,"运行速快,小巧可爱,运行超快,方便快捷,时尚大气,轻薄精巧,反应灵敏,质量上乘,功能强大,保密性强,操作简单",10025616718597
拍拍【二手9成新】联想（ThinkPad) T420/T430/T450s 14寸1G独显笔记本电脑 (3)T410 i5 8G 256G粉丝款独显,1299.0,20000,0.96,"物超所值,物流极速,服务一流,包装用心,色彩靓丽,做工一流,高端上档次,款式一流,设计一流",35609855267
【新品十一代处理器】15.6英寸四核酷睿轻薄本笔记本电脑商务办公学生上网课便携本超薄游戏本超极本手提 英特尔N5100 + 12G内存/256G固态 金属外壳 微...,2799.0,1000,0.99,"反应灵敏,运行超快,时尚大气,轻薄精巧,方便快捷,尺寸合适,流畅度佳,功能强大,毫不刺眼,散热超快",39953852223
苹果（Apple） Macbook pro 13.3英寸  2020款 笔记本电脑 【13.3Pro】灰色 视网膜屏        【定制现货】八核M1 16G 512G,12599.0,2000,0.99,流畅度佳,10026480837053
京东国际VAIO SX12 10代酷睿 12.5英寸 899克 轻薄本 窄边框轻薄商务笔记本电脑(i5 8G 256G SSD FHD)樱花粉,8099.0,2000,0.94,"方便快捷,轻薄精巧,颜色逼真,造型养眼,运行快速",100010816644
京东超市联想威6（2021款） 十一代酷睿i5 14英寸全面屏超轻薄办公游戏学生手提笔记本电脑 定制丨i5-1135G7 24G内存 512G固态  金属机身 锐炬显卡 全高清屏 皎洁银,6199.0,500,0.97,"质量上乘,运行超快,运行速快,十分大气,精致美观,灵敏顺畅,美观大方,网速极佳",10024011280734
华为笔记本MateBook D 14 15 全面屏超轻薄商务学生游戏笔记本电脑超极本 D14银｜R7-5700U 16G 512G 集显,6599.0,10000,0.97,"时尚大气,运行速快,运行超快,倍感舒适,质量上乘,亮度均匀,纯正艳丽,尺寸合适,反应灵敏",68695474566
联想ThinkPad T14 锐龙版 AMD R5/R7 14英寸超轻薄T系列办公ibm笔记本电脑 03CD丨六核R5 Pro-4650U FHD指纹 【官方标配】16G内存 512G固态硬盘,5699.0,200,0.98,流畅度佳,10021073250863
微星(msi)Stealth 15M石墨灰 15.6英寸游戏笔记本电脑(11代i7-1185G7 16G 512G SSD RTX2060MQ 144Hz),8469.0,5000,0.92,,100017063422
机械师创物者YOUNG15 15.6英寸全面屏AMD R5六核时尚大屏轻薄本商务办公学生笔记本电脑 竞速版8G/512G高速固态,4199.0,2000,0.99,"轻薄易携,轻薄精巧",10025413815730
华硕（ASUS）VivoBook15/15x轻薄笔记本15.6英寸窄边框商务电脑 银V5200丨i5-1135G7丨MX330独显 8G内存丨512G固态,4299.0,200,0.97,"轻薄精巧,精致美观,运行超快,亮度均匀",10022981835026
联想Ideapad14s锐龙版2021款笔记本电脑R5超薄轻薄小新学生14英寸女生办公游戏超级本 定制｜R5-5500U 8GB内存 512G固态 IPS屏,3599.0,1000,0.99,"轻薄易携,轻薄精巧,运行超快,倍感舒适,反应灵敏",10028335960370
联想（Lenovo）小新Air14 2021款酷睿i5高性能游戏办公设计超轻薄笔记本电脑14英寸 旗舰i5-1135G7 8G 512G丨MX450 游戏级独立显卡,5399.0,10000,0.98,"反应灵敏,轻薄精巧,运行超快,尺寸合适,简洁大方,流畅度佳,方便快捷,散热超快,简单方便,手感一流,质量上乘",40589957949
Apple 苹果  MacBook Air 13.3英寸 笔记本电脑 M1芯片 银色 8GB+256GB,7283.0,2000,0.99,"运行安静,轻薄精巧",14680841223
京东超市宏碁(Acer)掠夺者战斧300 15.6英寸144Hz 3ms电竞屏游戏本设计6G显卡笔记本电脑 (i7-16G-1TB固态)RTX3060,9999.0,200,0.94,运行超快,10026664154355
联想ThinkBook 15 2021款 15.6英寸轻薄笔记本电脑  【57CD】 11代酷睿i5-1135G7高色域 16G 512G 100%sRGB 高色域 标配,5599.0,1000,0.96,"轻薄精巧,运行超快,十分大气,高端大气,反应灵敏,流畅度佳,简单方便,方便快捷,手感一流,功能强大,倍感舒适",54045172741
京东超市戴尔（DELL）Latitude 7310 7300 13.3英寸 窄边框超轻薄商用笔记本电脑 i7-10610U 高清屏 标配 8G内存 256G固态,8499.0,100,1.0,造型养眼,10021164441781
神舟(HASEE)战神TX9-CA7DP 16.1英寸游戏笔记本电脑(新11代i7-11700 RTX3070 8G 16G 512GSSD 144Hz高色域),11399.0,5000,0.92,"流畅度佳,外型酷炫,做工一流",100011371633
华为笔记本Matebook 16 轻薄本商务办公手提笔记本电脑16英寸2.5K全面屏锐龙标压处理器 皓月银 R7-5800H 16G+512G 固态 标配  预装Win10+Office软件,8499.0,20,0.9,,10031649643087
15.6英寸 超薄本 高清屏游戏本 学生网上课堂电脑 远程办公学习笔记本电脑 超级本 得峰学生笔记本 银灰色Intel-J3455 8G内存/SSD128G硬盘,1788.0,500,0.97,,17132552958
京品电脑华硕(ASUS)灵耀13 英特尔酷睿i5 13.3英寸13.5mm超轻薄商务笔记本电脑(i5-1035G1 16G 512G 高色域)银露白,5499.0,2000,0.9,"运行超快,轻薄精巧,简单方便,小巧易携,纯正艳丽",100018382908
京东超市戴尔（DELL）智锐3410（Latitude）14英寸商务办公轻薄笔记本电脑 赛扬G5205U定制8G/256G/1T集显 一年硬件上门,3599.0,57,0.9,办公足够,10030017519557
联想拯救者Y9000X笔记本电脑2020新款 酷睿标压高色域R超轻薄大学生设计师游戏本商务办公本 i7-9750H 16G 1T大固态|旗舰 深灰色 精装升级 高色域,6899.0,2000,0.96,运行快速,10023648702721
宏碁（acer）宏基 蜂鸟FUN 15.6英寸 2G独显 微边框 商务办公 轻薄本 手提 笔记本电脑 新蜂鸟11代i5【16G512G】锐炬显卡|银15 定制主流款/Win10,4499.0,10000,0.99,"运行超快,方便快捷",30543015038
联想笔记本电脑ThinkPad X1 Nano 英特尔Evo平台 13英寸 11代酷睿i7 16G 512G 高色域 /16:10微边框2K触控屏,11999.0,20000,0.92,"灵敏顺畅,方便快捷,反应灵敏,轻薄精巧",100019566424
苹果（Apple）2020款MacBook Pro 13.3英寸超轻薄商务办公笔记本电脑m1免息分期 MacBook Pro 13.3【星空银】 【19款】i5/8GB/256GB/G645,8988.0,1000,0.98,"方便快捷,轻薄精巧,十分大气,通透清晰,功能齐全,简单方便,运行速快",66556313109
联想ThinkBook 2021款 11代酷睿i5/i7 高色域游戏本 超轻薄商务办公学生笔记本电脑 13s-02CD i5-1135G7 2.5K超清 16G内存 512G固态硬盘 官方标配,5599.0,1000,0.98,"十分流畅,轻巧灵便,运行安静,流畅度佳,做工一流,节能降耗,轻薄精巧,运行超快,运行快速",10023459859458
神舟(HASEE)战神TX6-CU5DS 英特尔酷睿i5-10400 GTX1650 4G 16.1英寸72%色域游戏笔记本电脑(16G 512G SSD),4999.0,5000,0.92,"反应灵敏,时尚大气,十分流畅,运行超快,流畅度佳,高端大气,运行速快,质量上乘,运行安静,炫酷十足,风力十足",100013924080
ThinkPad笔记本 X395 联想13.3英寸轻薄便携商务笔记本电脑锐龙PRO R7-3700U 100%全色域 指纹识别 Office Win10 @0XCD升级款 8G内存 512G固态硬盘,4799.0,2000,0.98,"运行快速,轻薄精巧,十分大气,手感一流,十分流畅,轻便好用,倍感舒适,质量上乘,质感一流,结实耐用,方便快捷",10051460174
惠普（HP）星14s青春版 2021新款 锐龙轻薄商务办公游戏笔记本电脑 15.6英寸丨R7-4700U 16G内存 512G固态丨升级,4699.0,1000,0.97,,46015128336
拍拍【二手9成新】联想Thinkpad二手笔记本电脑X250/X260/X270/X280轻薄便携办公本 一X250 I5 8G 全新240G,1649.0,2000,0.98,"物超所值,服务一流,物流极速,方便携带,包装用心,质感一流,色彩靓丽,高端上档次,款式一流,尺寸适宜",33576393115
攀升MaxBook P1 网课商务办公轻薄笔记本电脑 15.6英寸J4125 8G 256G,2259.0,200,0.96,"反应灵敏,轻薄精巧,运行超快,时尚大气,十分流畅,精致美观,倍感舒适,功能强大,超长待机,柔软顺滑,便于清洁",10023095803159
机械师F117 15.6英寸240Hz全面屏游戏本10代i7八核RTX3060独显笔记本电脑 旗舰版32G/512G PCIE高速固态+1TB,10989.0,5000,0.99,"反应灵敏,外型酷炫,开机顺畅,功能齐全,屏幕超大,方便快捷,画质无暇,炫酷十足,运行超快",10030544003740
拍拍【二手9成新】联想（ThinkPad）X250 12.5英寸i5 i7超薄商务笔记本电脑 ibm x250 i5 8G 256G固态,1658.0,20000,0.98,"物流极速,物超所值,服务一流,包装用心",55791482252
戴尔(DELL)灵越5409/5509 11代酷睿72%高色域高清全面屏固态影音时尚笔记本轻薄电脑 5409-1628银11代i5 16G MX350 标配,4999.0,5000,0.94,"反应灵敏,轻薄精巧,运行超快,十分大气,做工一流,散热超快,十分流畅,功能强大,高清护眼,画质无暇,背光酷炫",10022231391155
【2021新款金属本】笔记本电脑DERE戴睿V14mini轻薄便携14英寸手提电脑女生学生用商务办公 睿智银 11代金属超薄 12G内存+256G固态,2498.0,500,0.96,"运行快速,十分流畅,灵敏度佳,轻巧灵便,尺寸合适,散热超快,轻薄精巧",10025537427001
华硕(ASUS)天选2 十一代英特尔酷睿标压游戏本15.6英寸电竞屏笔记本电脑144Hz刷新率 日蚀灰i7-11800H丨RTX3060-6G 官标一16G内存丨512G固态,8499.0,200,0.98,"十分流畅,十分酷炫,高端大气",10030641077413
荣耀笔记本电脑MagicBook14 2021款全面高清屏轻薄本学生本商务办公手提超薄本华为笔记本 14银｜R5-3500U/8G/256G集显,3219.0,100,1.0,"运行超快,高端大气,质感一流,运行快速,覆盖面广,毫不刺眼,办公足够,流畅度佳,轻薄精巧",10031388198877
华为笔记本 MateBook 14全面屏轻薄本笔记本电脑办公 R7 4800H 内存16G 512G 灰色,9088.0,200,0.98,"美观大方,轻薄精巧,反应灵敏,功能强大,运行安静,做工一流",10027300022564
拍拍【二手9成新】联想（Thinkpad）T530/W550S/i7二手笔记本电脑轻薄办公游戏图形工作站 T530 i7/8G/256G固态/四核独显性价比 办公游戏作图本高性价比,2149.0,200,0.99,"包装用心,物超所值",66991641157
华为MateBook X Pro 2021款 13.9英寸轻薄本笔记本电脑触控屏手提超薄超极本 翡冷翠｜i7十一代/16G/512G 集显 官方标配,11999.0,5000,0.98,"反应灵敏,方便快捷,颜值颇高,小巧玲珑,灵敏度佳,时尚大气,运行超快,十分流畅,简单方便,运行安静,超长待机",67732963478
HONOR荣耀笔记本MagicBook14 15 2021款11代轻薄本学生商务办公笔记本电脑 14.0 i5-1135G7 16G 512G锐炬,4999.0,10000,0.96,"屏幕超大,力度强大,高端大气,办公足够",10023287672684
戴尔（DELL）成就3400\\灵越3500  高清轻薄学生游戏本手提笔记本电脑 15.6英寸 成就3000 11代i3酷睿 8GB内存 512GB固态 定制,3599.0,10000,0.97,"运行稳定,反应灵敏,十分大气,时尚大气,运行超快,散热超快,轻薄精巧,方便快捷,毫不刺眼",18172680123
惠普（HP）星14/星15青春版【新11代酷睿2021款】14英寸窄边框轻薄便携学生办公笔记本电脑 星14青春i5 1135G7 16G 512G标配 /intel UMA显卡/静谧银,4499.0,2000,0.98,"时尚大气,反应灵敏,运行速快,十分大气,毫不刺眼,办公足够,灵活敏捷,轻薄精巧,运行超快,散热超快",10028570217890
【新品十代i5 i7处理器】15.6英寸高性能学生游戏本 笔记本电脑 快速者Z18商务办公独显轻薄本 10代酷睿i5-10210U+UHD核显  8G内存+256G固态硬盘,3788.0,2000,0.98,"运行超快,反应灵敏,十分流畅,轻薄精巧,尺寸合适,十分大气,散热超快,质量上乘,功能强大,网速极佳",10021297286696
联想(Lenovo)15S 2021新款锐龙5000高性能轻薄笔记本电脑15.6英寸学生办公游戏本 6核R5-5500U 8G 256G+1TB 定制 含价值299原装双肩包,4199.0,10000,0.98,"简约时尚,质量上乘,简洁大方,流畅度佳",10026917008034
戴尔（DELL） 灵越5301 5310 13.3英寸11代轻薄便携商务办公手提笔记本电脑学生本 【不凡银】 11代i3/8G/512G固态 定制,3979.0,20000,0.98,"轻薄精巧,小巧可爱,运行超快,高端大气",24877362148
华为笔记本电脑MateBook 14 2021 /2020款 14.0英寸 酷睿/锐龙 锐龙R5-4600H/16G+512G/不触屏/银,6799.0,200,0.92,,10027412358958
VAIO FH14 侍14Pro 11代标压 14英寸 1.36Kg 高性能轻薄笔记本电脑(i5-11300H-16G-512G FHD高色域)铂金银,6299.0,2000,0.95,"操作顺畅,操作方便",100019620782
【新品】戴尔（DELL）Latitude3520/3420 商用办公笔记本电脑 轻薄便携手提电脑 【主推】3420/6305U/14英寸/集显 4G/128G SSD【推荐】,2799.0,1000,0.91,,71067438564
戴尔（DELL）成就5402/5502灵越燃5000 11代窄边框商务办公网课学生游戏轻薄笔记本电脑 15.6英寸i7-1165G7 MX350 金色 16G内存 512G PCIe固态硬盘 定制版,6499.0,20000,0.96,,65956432387
神舟战神TX7/K670T六核i5/G6400 GTX1650Ti/MX350独显手提游戏笔记本电脑 K670T升级版/G6400/16G/512G,4199.0,20000,0.96,"稳定性佳,十分流畅,外型酷炫,十分大气,倍感舒适,简洁大方,质量上乘,运行安静,外观酷炫,柔软顺滑,方便快捷",26925907913
拍拍【二手95新】Apple MacBook pro/air苹果笔记本电脑二手笔记本家用办公商务游戏设计 【销量NO.1】超薄限量款224-4G/128G 【免费试用丨售后无忧】,1999.0,20000,0.98,"物流极速,物超所值,服务一流,包装用心,款式一流,色彩靓丽,高端上档次,质感一流,真材实料,做工一流",63204030990
惠普（HP）暗影精灵6代/光影精灵6笔记本电脑电竞游戏本 绘图设计15.6英寸超轻薄四核 i5-10200H 1650-4G 高清屏/白 8G内存/512G固态,4988.0,2000,0.97,"散热超快,质量上乘,运行安静,流畅度佳,运行快速",61595357269
惠普（HP）星系列青春版  轻薄便携 超轻薄金属商务办公学生游戏手提笔记本电脑【新品】 星14青春版【优雅银-酷睿版i3】 套餐三 16G/250G固态 【推荐】,3899.0,20000,0.98,"轻薄精巧,运行超快,方便快捷,小巧玲珑,反应灵敏,十分大气,办公足够,流畅度佳,质量上乘,亮度均匀",44767713809
2021新款 锐龙R5R7游戏本 酷睿i7超轻薄本 15.6英寸笔记本电脑 商务办公超极本 昂福镭仕 吃鸡/LOL: 锐龙R3 8G内存+256G固态,3229.0,1000,0.93,,10026480905687
神舟(HASEE)战神Z8-CA5NB 15.6英寸游戏笔记本电脑(10代酷睿i5-10200H RTX3060 6G 8G 512GSSD144Hz),7099.0,20000,0.91,"运行超快,十分流畅,质感一流,时尚大气,简单方便",100011398427
机械革命（MECHREVO）Z3 Air 15.6英寸轻薄电竞游戏笔记本电脑(i7-10750H 16G 512G GTX1650Ti 100%sRGB),6099.0,20000,0.93,"流畅度佳,运行速快",100011231953
宏碁(Acer)暗影骑士·龙 15.6英寸游戏笔记本电脑(新锐龙 8核R7-5800H 16G 512G RTX3050 144Hz高色域电竞屏),6499.0,5000,0.97,"十分酷炫,反应灵敏,十分流畅,流畅度佳,按键舒服,炫酷十足,运行超快,简单方便,纯正艳丽,高清护眼,背光酷炫",100021349706
机械师创物者15 15.6英寸11代i5-11300H轻薄本全面屏商务办公游戏笔记本电脑 竞速版16G/512G PCIE高速固态,4888.9,5000,0.98,"十分大气,反应灵敏,运行超快,时尚大气,轻薄精巧,散热超快,十分流畅,手感一流,亮度均匀,方便快捷,简单方便",10025328028214
【高性能酷睿I7】 品纯 全面屏轻薄笔记本电脑商务办公手提电脑游戏本超极本超薄本 标压酷睿I7 8G内存 512G固态硬盘,3869.0,5000,0.98,"运行超快,简洁大方,时尚大气,反应灵敏,流畅度佳,轻薄精巧,简单方便,质量上乘,毫无异味,简洁易用",10021647730346
联想YOGAPro13s 高性能超轻薄本 13.3英寸全面屏高色域办公手提女生小清新商务笔记本电脑 标配 | i5-1135G7 16G 512G固态 2.5K超清屏 100%RGB 纯净白,7399.0,55,1.0,,10025908206113
联想小新Pro14标压酷睿版英特尔Evo2021新品高性能超轻薄金属机身笔记本电脑 银色 标配：i5-11300H/16G/512G SSD 【2.2K高清 低蓝光 护眼屏】高色域,6099.0,1000,0.95,"轻薄精巧,方便快捷,小巧玲珑,超长续航,顺滑流畅,灵敏度佳,尺寸合适,网速极佳",10028604615113
小米RedmiBook Pro15 2021旗舰小新 11代酷睿金属全面屏游戏办公红米小米笔记本电脑 i5-11300H 16G 512G 2G独显,5599.0,1000,0.98,"运行稳定,十分大气,稳定性佳,方便快捷,轻薄精巧,时尚大气,办公足够,散热超快,手感一流,超长续航,柔软顺滑",10025577159526
拍拍【二手9成新】IBM联想ThinkPad 12寸i5商务办公手提商务经典本本 联想X200 2-160 12寸,457.0,200,0.9,"物超所值,方便携带,服务一流",10025543227948
华为笔记本MateBook 14 锐龙版标压触控全面屏轻薄本超极本商务办公学生手提笔记本电脑 灰｜R7 16G+512G触屏版【现货】,7599.0,20000,0.98,"运行稳定,轻薄精巧,方便快捷,反应灵敏,运行超快,十分大气,简洁大方,倍感舒适,运行安静,质量上乘,功能强大",65456150999
京东超市戴尔（DELL）智锐3510（Latitude）15.6英寸超轻薄商用办公笔记本电脑 i3-10110U 集显 定制 8G内存 256G固态 1T机械,4399.0,2000,0.95,,10020805925963
神舟(HASEE)优雅 X4-2021A5H 十一代酷睿i5-11300H 14英寸72%色域轻薄笔记本电脑(8G 512GSSD IPS),3899.0,20000,0.93,"运行超快,小巧轻便,做工一流,轻薄精巧,十分流畅",100011618709
戴尔（DELL）笔记本灵越/成就5000 3501超极本轻薄家用学生网课商务办公游戏笔记本电脑 14.0英寸/11代i5/锐炬显卡/72色域 16G内存 512GPCIE固态硬盘 大内存...,4399.0,50000,0.97,"轻薄精巧,尺寸合适,反应灵敏,运行超快,运行快速",10025536923343
惠普（HP）星系列青春版15s 15.6英寸轻薄便携学生超薄手提游戏笔记本电脑 女生商务本66 11代i5 8G 512G固态 MX450独显 win10 闪耀银,5066.0,10000,0.98,,10020321762079
京东超市雷神911Master2代轻薄游戏笔记本电脑10代处理器512G固态 15.6英寸学生办公笔记本 i5-10200H/GTX1650/8G/512G,5599.0,2000,0.97,"运行稳定,十分流畅,十分大气,简洁大方,轻薄精巧,简单方便,质量上乘,倍感舒适,方便快捷,声音清亮,网速极佳",10021730707122
联想IdeaPad15s 2021锐龙六核R5高性能轻薄笔记本电脑 15.6英寸大屏游戏办公手提电脑 升级| R5-5500U 12G内存512G固态 15.6英寸高清屏/北极灰,4099.0,50000,0.97,运行速快,10029788783802
京东超市宏碁（acer）宏基新蜂鸟Swift1 14英寸超轻薄SF114窄边框学生网课商务办公笔记本电脑 银色 长续航+指纹识别 intel四核N5100/8G 256固态 标配,3499.0,500,0.98,"运行超快,反应灵敏,尺寸合适,轻薄精巧,小巧玲珑,散热超快,指纹灵敏,倍感舒适,灵活敏捷",34707157689
惠普（HP）星13系列【11代酷睿】笔记本商务13.3英寸窄边框轻薄便携金属超极本学生办公笔记本 I5-1135G7四核 4K屏 古铜色 限定宠粉本 16G内存 1TB pcie高速...,5799.0,2000,0.98,运行快速,10026847905930
【新品】华硕（ASUS）VivoBook14X灵锐14英寸金属高色域轻薄笔记本电脑商务办公学生手提 【耀夜黑】R7-5700U  100%高色域 配置一 16G 512G固态,4599.0,5000,0.95,"轻薄精巧,流畅度佳,质量上乘,超长续航,十分大气,做工一流,运行快速,散热超快",10026621063884
惠普（HP）战66 三代 AMD版 14英寸/15.6轻薄笔记本电脑 商务办公笔记本 学生手提电脑 15.6英寸 office  锐龙 定制 八核R7-4700U 16G 512G 高色域,4999.0,10000,0.98,"十分大气,轻薄精巧,运行快速",10021605485045
gpd win3 十一代酷睿i5/i7迷你手提笔记本 轻薄触控掌上游戏本 游戏娱乐掌上笔记本电脑 I7-1165G7 16G 1TB固态|银黑|限,6799.0,2000,0.95,"十分流畅,流畅度佳,小巧易携,方便快捷,精致美观,做工一流,柔软顺滑",10026275061860
京东超市雷神911ST\\/MT游戏本独显笔记本电脑10代i7-10870H 512G固态15.6吋轻薄全面屏 i7-10870H/GTX1650/8G/512G,6398.0,2000,0.98,"时尚大气,运行超快,十分酷炫,轻薄精巧,反应灵敏,游戏性能强,方便快捷,倍感舒适,操作简单,质量上乘,柔软顺滑",10021730190928
【2021款】联想威6 十一代酷睿i5 14英寸全面屏窄边框办公游戏轻薄笔记本电脑i5-1135G7 8G内存 512G固态 标配,4999.0,10000,0.98,"运行超快,轻薄精巧,科技感强,高端大气,运行安静,散热超快,质量上乘,方便快捷,稳定可靠,高清护眼,手感舒适",54588188903
荣耀笔记本MagicBook X14  X15 14/15.6英寸学生商务办公轻薄本笔记本电脑 X15 i3-10110u 8G内存 256G固态,3499.0,10000,0.98,"小巧玲珑,屏幕超大,方便快捷,使用顺手,做工一流,办公足够",10023572791666
戴尔（DELL）Latitude 智锐3420/3520 笔记本电脑 轻薄商务办公学生家用手提电脑 【入门定制】 4G丨128G固态 3520 赛扬6305U 15.6英寸【优选】,2799.0,2000,0.99,"反应灵敏,十分大气,运行超快,轻薄精巧,时尚大气,十分流畅,灵敏度佳,简单方便,散热超快,运行速快,网速极佳",10025292421953
ThinkPad T系列14英寸联想笔记本电脑 轻薄便携商务办公工程师系列超级本升级增配 T14s-08CD@R7八核WIFI6/高清/核显 16G内存 1T高速固态,7198.0,2000,0.97,"反应灵敏,清晰细腻,小巧易携",10022950157372
联想ThinkBook 15p 十代酷睿标压 15.6英寸高性能高色域游戏 设计师笔记本电脑 十代i7标压  GTX1650Ti 4K 2NCD 16G 512G 高色域 WiFi6 标配版,8999.0,200,0.99,"时尚大气,质感一流,运行超快,十分大气",10022222895628
荣耀笔记本电脑MagicBook 14/X14 笔记本电脑全面屏14英寸超轻薄便携学生商务办公超极本 X14款i3-10110U 8G 512G 定制版 冰河银 win10系统,3599.0,2000,0.99,"运行超快,轻薄精巧,十分大气,小巧玲珑,方便快捷,运行速快,散热超快,倍感舒适,质量上乘,手感十足,毫不刺眼",10020598083553
惠普(HP)星15 青春版 15.6英寸轻薄窄边框笔记本电脑(R5-4500U 16G 512GSSD UMA FHD IPS)银,3999.0,20000,0.92,"运行超快,做工一流,轻薄精巧,手感一流,轻便实用,尺寸合适,声音清亮,流畅度佳",100018978534
2021新款全面屏超轻薄本 游戏本 笔记本电脑 学生网上课办公商务品纯电脑 十代J4125 16G内存 128G固态硬盘,2096.0,100,1.0,"网速极佳,运行快速",10030300764361
联想Ideapad15s 高性能2021酷睿i3轻薄本15.6英寸商务办公学生网课手提超薄笔记本电脑 定制 i3-10110U 20G内存 512G固态 防眩光高清屏 含Office办公软件 银色,4199.0,1000,0.99,"十分大气,轻薄精巧",10029950745477
Apple 2019新品 MacBook Pro 16【带触控栏】九代八核i9 16G 1TB 银色 笔记本电脑 轻薄本 MVVM2CH/A,20499.0,100000,0.93,"纯正艳丽,时尚大气,运行快速,做工一流,流畅度佳,散热超快,方便快捷,质量上乘,使用顺手,网速极佳",100005638679
联想ThinkPad S2 2021新品 11代英特尔酷睿 13.3英寸轻薄办公笔记本电脑 i5-1135G7 16G 512G【00CD】黑 FHD触控屏 100%sRGB 指纹+人脸识别,6499.0,500,0.98,"稳定性佳,轻薄精巧,运行超快,操作方便,方便快捷,尺寸合适,高端大气,简单方便,质量上乘,运行安静,插口齐全",10023894895960
联想ThinkPad E14 2021款 11代酷睿 14英寸轻薄便携商务办公笔记本电脑 i7-1165G7 32G 512 06CD定制 MX450独显 WiFi6 FHD屏幕 Win10,7999.0,5000,0.97,"运行稳定,反应灵敏,散热超快,轻薄精巧,十分流畅,十分大气,简洁大方,质量上乘,毫不刺眼,简单方便,省心省力",10021516289832
拍拍【二手9成新】联想（Thinkpad）笔记本电脑游戏本14寸i7独显办公设计商务 七 L/E420 /I7独显/16G/512G固态,1999.0,2000,0.98,"物超所值,服务一流",10025867691157
Apple苹果MacBookPro13.3英寸2020年末新款M1处理器定制机笔记本电脑 深空灰色 【定制现货】M1代8核  16G  1T,14499.0,500,0.99,"反应灵敏,质量上乘,手感一流,纯正艳丽,做工一流,时尚大气,功能齐全,运行超快,按键舒服,效果惊艳,运行快速",10024439950868
惠普(HP)战66四代 锐龙版 15.6英寸轻薄笔记本电脑(Zen3架构 6核 R5-5600U 8G 512G 一年上门+意外 2年电池),4099.0,200000,0.95,"运行速快,反应灵敏,十分大气,轻薄精巧,运行超快,时尚大气,散热超快,方便快捷,倍感舒适,质量上乘,运行安静",100010242579
微软Surface Laptop 4 高能版 15英寸2.5K高色域触屏 1.5kg 轻薄本 AMD锐龙R7 8核16线程 8G+512G 典雅黑,11288.0,100,0.91,,100020570252
机械师T58-V全面屏游戏本 十代六核i5/GTX1650独显电竞吃鸡设计编程轻薄办公笔记本电脑手提 竞速版8G/512G高速固态,5499.0,1000,0.99,"反应灵敏,十分流畅,十分大气,运行超快,倍感舒适,外型帅气,毫不刺眼,颜值颇高,质量上乘,功能强大,方便快捷",65449986665
新品指纹解锁14英寸轻薄金属笔记本电脑办公大学生女生款便携本超薄超级本手提 英特尔十代四核J4115 8G内存 256G固态 微边框IPS全面屏,2699.0,500,0.99,"运行超快,轻薄精巧,十分大气,简约时尚,反应灵敏,散热超快,方便快捷,运行安静,办公足够,超长待机,运行快速",10021661040155
"联想ThinkPad S2 2021款 酷睿i5/i7轻薄商务办公可选触控屏13.3英寸笔记本电脑 i7-1165G7 16G 512G固态@01CD 指纹识别,背光键盘,红外摄像头",7499.0,2000,0.99,便于携带,10026212401959
【新品】联想笔记本V14 酷睿i3 14英寸轻薄便携电脑商务办公学生娱乐网课本 定制4G内存+256G固态 V14 i3-10110U,3099.0,100,0.98,"运行超快,运行速快,简洁大方,轻薄精巧,十分流畅,质量上乘,倍感舒适,灵敏顺畅,尺寸合适,语音方便,散热超快",10021073153146
2021全新锐龙高性能全面屏超轻薄笔记本电脑 15.6英寸学生游戏本设计师办公手提电脑 六核全新锐龙R5-5500U 16G 512G固态 100％sRGB 高色域 背光键盘 星空灰,5199.0,50000,0.95,"十分大气,运行超快,反应灵敏,轻薄精巧,时尚大气,十分流畅,方便快捷,简单方便,倍感舒适,功能强大,毫不刺眼",12740925453
联想ThinkPad E14 14英寸轻薄游戏笔记本电脑 FHD高清 自营同款 定制版 AMD锐龙 R5-4500U 16G 512G固态@1TCD,4499.0,1000,0.96,,51929467349
苹果（Apple）2020款MacBook Pro13.3英寸M1超轻薄商务手提笔记本电脑免息分期 【20款】MacBook Pro 13.3 商务灰 【标准版】八核M1/8G/256G/20小时续航,9388.0,1000,0.99,"运行稳定,反应灵敏,十分流畅,十分大气,轻薄精巧,散热超快,方便快捷,功能齐全,时尚大气,手感一流,超长续航",10024305692530
